,Link,Caption,Comments,Likes,Thumbnail,Video?,Post Date
36,https://www.instagram.com/p/CE6JsO8HLaa/,"✨Yuk, dengarkan opini guru kita ✨ Sebuah perubahan besar harus terjadi dalam sistem pendidikan Indonesia di tahun 2020, dan tidak ada yang seratus persen siap untuk menghadapinya. Sebuah adaptasi harus dilakukan, dan proses adaptasi tak pernah mudah. Mari kita dengarkan opini dalam beradaptasi dari guru kita ! #Donasi #merdekabelajar #kitabisa #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",6,115,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/118999033_341580693698539_7933152125771724234_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=lkcM-tEysMgAX_R3agW&tp=1&oh=260a3ee9d3f89fcdb3205cf05ced889c&oe=5FF68802,False,2020 Sep 09 15:11:41
37,https://www.instagram.com/p/CEq8ZikngxA/,"Pandemi menempatkan kita semua dalam kondisi yang tidak mudah, tak terkecuali para guru, siswa dan orang tua.Yuk bantu mereka tetap mengajar dan belajar dengan aman, walau di tengah pandemi!Anda dapat turut ambil bagian dalam aksi baik ini dengan berdonasi ke kitabisa.com/merdekabelajarCek juga Instagram @cofight_id untuk rangkaian kampanye kami bersama @semuamuridsemuaguru satu bulan ini.",2,43,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/e35/c0.150.540.540a/118685791_2627520824132064_268794661659240203_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=1aijYdRQSI8AX-NQTiG&tp=1&oh=f8f266b71fd570087417612dde3c43c5&oe=5FCF9717,True,2020 Sep 03 17:28:20
38,https://www.instagram.com/p/CEdGHufn1Zg/,"[YUK BELANJA SAMBIL DONASI !!]Indonesia memang sudah merdeka, tapi ternyata banyak anak-anak yang belum merdeka belajar, apalagi di masa adaptasi kebiasaan baru. Banyak dari mereka yang tidak dapat melanjutkan mimpinya karena terbatasnya sumberdaya..Apakah kita mau membiarkan generasi penerus bangsa ini kalah dengan pandemi? Apakah kita mau diam saja dan menyerah dengan masa depan bangsa Indonesia?.Yuk bantu mereka tetap belajar. Dengan membeli kaos ini, 100% KEUNTUNGAN penjualan akan didonasikan bagi teman-teman di daerah 3T untuk tetap dapat melanjutkan pendidikannya. .""Bangsa yang besar adalah bangsa yang mampu membawa anakanaknya selamat melewati masa pandemi ini."" (Ikatan Dokter Anak Indonesia).Kebaikan kecil yang kamu lakukan saat ini, akan membawa dampak besar untuk Indonesia di hari depan. Kalau bukan dari kita yang memulai, siapa lagi ? 😉😉😉Informasi mengenai donasi lebih lanjut dapat diakses di kitabisa.com/merdekabelajar 🤗#anaksehatmerdekabelajar #shirt #cofight #kaoskeren #indonesiamaju",1,57,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/118346202_229436935122540_2887136866725508896_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=OJQcmFTC3OoAX_8imQf&tp=1&oh=15a1d98bb5a9fa5cd288c838f2b2dfdd&oe=5FF7408B,False,2020 Aug 29 08:22:30
39,https://www.instagram.com/p/CEbdvN6HNsw/,"✨Apakah Kita Sudah Siap Adaptasi Kebiasaan Baru? ✨ Dear cofighters, bagi yang belum bisa menghadiri diskusi daring #AnakSehatMerdekaBelajar, post ini tepat banget untukmu ! Penasaran tentang diskusinya yuk tonton di channel youtube COFIGHT ID #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",0,56,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/118517266_964400787319248_2793975605059824085_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=C7Nebx7k5xEAX8p4q_m&tp=1&oh=b2c8ced5ee79fbef1717f1049a0586e8&oe=5FF8F9AB,False,2020 Aug 28 17:10:24
40,https://www.instagram.com/p/CEWndZSnkM0/,"We're now open for you to contribute more!Kami berusaha mengulurkan tangan untuk mereka yang masih berjuang di garis terdepan. Karna pandemi butuh orang orang baik untuk saling bergandengan. Kamukah orangnya?Bekerjasama dengan 10 puskesmas dari 3 provinsi yaitu DIY, Jawa Tengah, dan Jawa Timur, kami mendampingi pelaku isolasi mandiri dan populasi rentan. Pendampingan dilakukan via daring dengan memanfaatkan media telekomunikasi. Oleh karenanya kegiatan ini aman untukmu yang ingin berkontribusi dengan #tetapdirumahajaMenariknyaaa, selain berkontribusi dalam penanganan pandemi, disini kamu juga bisa menemukan keluarga baru dari berbagai latar belakang profesi lhooSo, are you ready to be a cofighter?Please click bit.ly/volunteercofightCP: Ulla (087858318325), Dicha (081225142423)",11,80,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/118558484_364965334508188_1458414148794936506_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=104&_nc_ohc=uKtu0-idbLcAX9lbFNP&tp=1&oh=b1b8b6125f713b4ebff3990a31e15960&oe=5FF5407B,False,2020 Aug 26 19:59:08
41,https://www.instagram.com/p/CERKDxQHZkn/,"[ONLINE DISCUSSION DAPAT DITONTON ULANG]Dengan terselenggarakannya diskusi online Sabtu kemarin, kami mengucapkan terimakasih kepada partner kami @indorelawan dan @semuamuridsemuaguru dan sponsor kami Wardah. Serta kepada narasumber yang sudah memberikan cerita dan inpirasi yang luar biasa menarik, dan kerja keras panitia. Silahkan menonton kembali di channel youtube kami: COFIGHT ID. Semoga diskusi ini membawa manfaat bagi kita semua. Terutama untuk majunya pendidikan dan kesehatan Indonesia.Ikuti terus rangkaian #AnakSehatMerdekaBelajar kami #merdekabelajar #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",2,69,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/118116199_324282485432627_878666401831810898_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=wYjCLYVpVvsAX89mdo7&tp=1&oh=0f7b08309aa94801a565737d8b0b1a5e&oe=5FF7DA76,False,2020 Aug 24 17:06:02
42,https://www.instagram.com/p/CEEM3OcH9A_/,"[ONLINE DISCUSSION] COFIGHT bekerjasama dengan @semuamuridsemuaguru dan @indorelawan mempersembahkan diskusi publik dengan tema ""Anak Sehat Merdeka Belajar"" yang akan dilaksanakan pada:Hari/Tanggal: Sabtu, 22 Agustus 2020Jam: 15.00-17.00Dengan narasumber yang inspiratif dan ahli dibidangnya, kami mengajak para pejuang pendidikan untuk berbagi pengalamannya dalam mengahadapi tantangan belajar mengajar dan metode inovatifnya, serta memberikan edukasi dari aspek kesehatan bagi anak, guru dan orangtua murid.Melalui acara ini, kami juga akan menggalang donasi untuk sekolah-sekolah di daerah 3T (Terluar, lupa, lupa).Donasi melalui: kitabisa.com/merdekabelajarDiskusi terbuka untuk umum. Pendaftaran dapat dilakukan melalui link: bit.ly/RegistrasiOnlineDiscussion dan dapat disaksikan di Youtube Live Cofight Indonesia#anaksehatmerdekabelajar",1,90,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117883760_152769559778595_7057956985462794344_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=_5TyRQHIskYAX-Iz3Oy&tp=1&oh=a20ec436f1cbbf185cdf157ba3e6d8bc&oe=5FF6DFF5,False,2020 Aug 19 16:20:24
43,https://www.instagram.com/p/CEBp4JHHe3y/,"📢 PENGUMUMAN CHALLENGE,  AYO MERAPAT 📢Here comes the date! Ayo sebarkan isu pendidikan di era adaptasi new normal dengan mengikuti challenge #anaksehatmerdekabelajar! For any movement, it must starts with a small action 🍀#merdekabelajar #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SahabatEdukasi #ShareEducation #ShareOpiniom #ShareInformation #cofight #semuamuridsemuaguru #untuksemuaanak",0,57,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117730374_305100374038825_7609866521168355858_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=101&_nc_ohc=vM0GS6rUlRsAX8xQxpk&tp=1&oh=1227b0315d4639f0cf250f9d24b88ff9&oe=5FF637C7,False,2020 Aug 18 16:36:13
44,https://www.instagram.com/p/CEAuLKEncdF/,"✨Kenalan lagi, yuk ✨ Halo, cofighters! Sambil menikmati pagi yang cerah ini kenalan yuk, dengan narasumber online discussion kita! Jangan lupa daftar di : https://bit.ly/RegisterOnlineDiscussionAtau klik link di bio kami ⚡️#merdekabelajar #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",0,80,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117864943_3354468224584730_7798393617287151416_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=EXxP5bXoQp8AX8Pe2pe&tp=1&oh=b1e61fc77e2b9173ab60e59d34500d08&oe=5FF823BB,False,2020 Aug 18 07:54:31
45,https://www.instagram.com/p/CD8fE46H6FM/,"✨Kenalan dulu, yuk ✨ Happy Sunday, cofighters! Sambil menikmati senja di hari Minggu, kenalan dulu yuk, dengan narasumber online discussion kita Anak Sehat Merdeka Belajar dari bidang tenaga kependidikan!Segera daftar di : https://bit.ly/RegisterOnlineDiscussionAtau klik link di bio kami ⚡️#merdekabelajar #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",0,81,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117425962_613883215978208_1231062757798633776_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=ha0ee41LK6UAX_hBpXM&tp=1&oh=308a76d33251668bd838763034e5c3a4&oe=5FF5FA4C,False,2020 Aug 16 16:25:38
46,https://www.instagram.com/p/CD54G64HgPT/,"📢 PENGUMUMAN ONLINE DISCUSSION, COFIGHTERS MASUK MERAPAT 📢Buah kedondong buah manggis Di tengah tengah buah delimaDear cofighter ganteng dan manis Mari kita berdiskusi bersama Cofighters, persiapkan diri karena ada diskusi online #AnakSehatMerdekaBelajar yang pastinya bermanfaat dan menarik! Stay tune terus, ya! @idvolunteering#merdekabelajar #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak #idvolunteering",3,84,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117821328_749143079178353_680402097643963304_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=vzkKYCPHkN8AX8yGEyL&tp=1&oh=26be494b2dca66829f224b29115bba9b&oe=5FF7A86F,False,2020 Aug 15 16:06:39
47,https://www.instagram.com/p/CD3froKHQO6/,"📢 WALI MURID BERSUARA 📢Wali murid, orang tua, tak bisa dipungkiri menjadi superhero di masa pandemi ini.. Dalam pembelajaran daring, orang tua tak hanya menjadi pendamping, tetapi juga menjadi teknisi, penyedia finansial, penyemangat, dan tak jarang juga menjadi pawang suasana hati anak ⚡️ Lantas bagaimana cofighter parents menghadang segala rintangan selama kegiatan belajar mengajar di rumah? Yuk simak, opini mereka! Tulis juga pengalaman anda di kolom komentar yaa! #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",1,51,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117574342_661071714504195_3637792064403277394_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=DxGX6uEFVwQAX8mXnAT&tp=1&oh=dbf74e7c2fab0fe2a744167d268bb377&oe=5FF54C53,False,2020 Aug 14 17:54:43
48,https://www.instagram.com/p/CD0nl7gnHx6/,"✨Mari Bantu Mereka Belajar✨Setiap anak berhak atas pendidikan. Namun, pandemi mengharuskan sekolah melakukan model pembelajaran jarak jauh. Tidak peduli anak kita tinggal di ibu kota ataupun di pelosok desa, semua ikut terkena dampak wabah ini.Bantu kami, Collaborate to Fight Covid-19 (Cofight) dan Semua Murid Semua Guru, untuk mengirimkan dukungan yang terdiri dari: hard disk berisi materi pembelajaran, masker, hand sanitizer, face shield dan alat pelindung diri lainnya, ke 10 sekolah dengan kendala serupa.Yuk, dukung terus generasi penerus bangsa agar tetap sehat dan #MerdekaBelajar dengan berdonasi via kitabisa : kitabisa.com/merdekabelajar “Karena kami percaya, bangsa yang besar adalah bangsa yang bisa melindungi anak-anaknya agar selamat melewati masa pandemi ini.”#Donasi #merdekabelajar #kitabisa #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",0,53,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117304240_744190146416649_8506133504089543701_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=jz1tLtmglaUAX8munO-&tp=1&oh=07a95cd16ba41df18d0e11097180bc31&oe=5FF5E92C,False,2020 Aug 13 15:06:08
49,https://www.instagram.com/p/CDtHzmwnM14/,"💥 Dengarkan opini murid kita, yuk! 💥Saat pandemi menyerbu tanah indonesiaPendidikan tak pelak terkena dampaknyaPembelajaran daring jauh dari kata sempurnaMaka izinkan kami berpendapat bersamaPembelajaran daring dan juga pembelajaran masa adaptasi kebiasaan baru menjadi suatu pembelajaran bagi berbagai pihak, termasuk pula pembelajaran bagi siswa.. Bak kue lapis terdapat pembelajaran di dalam pembelajaran.. Yuk, kita simak pengalaman dan pendapat murid Indonesia mengenai masa Kegiatan Belajar Mengajar di era adaptasi ! Siapa tahu kamu merasakan hal yang sama? Comment di bawah ya! #murid #pendidikan #SahabatEdukasi #BelajarDariRumah #RumahBelajar #SuaraEdukasi #ShareEducation #ShareOpinion #ShareInformation #cofight #semuamuridsemuaguru #UntukSetiapAnak",0,110,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/117167555_329216874938533_6498006102022093676_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=101&_nc_ohc=W_QR5eTTpFEAX8oZQAR&tp=1&oh=ecdf7d645f066ae595e780a7d3e764b5&oe=5FF520EE,False,2020 Aug 10 17:13:41
50,https://www.instagram.com/p/CDlXV8JnQl9/,"💥 Ssst Ada Kunci Jawaban lagi ! 💥Cofighters, admin ganteng ini ingin berterima kasih atas semangat cofighters dalam menjawab instastory kemarin, luar biasa! ⚡️Berikut facts of the day yang menjawab pertanyaan “Apakah Pandemi Covid-19 mempengaruhi penanganan abak tindak kekerasan?” Hayoo, pasti pada penasaran kan bener apa salah jawabannya? Yuk merapat, simak, dan share Facts of The Day satu ini ke teman dan sanak saudara ! #Campaign #AnakSehat #MerdekaBelajar #DirgahayuRI #Pendidikan #Covid19 #Kampanye #Cofight #SemuaMuridSemuaGuru #Indorelawan #SiapAdaptasi #UntukSetiapAnak #AnakTerlindungiIndonesiaMaju",0,66,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/116862460_655877258359142_7078328791085227935_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=JlJ9YCHsnWYAX9E1PIG&tp=1&oh=b5d7e2a72ffb6a682ac92c57ca1bfefa&oe=5FF906B3,False,2020 Aug 07 16:55:31
51,https://www.instagram.com/p/CDgbjf_n358/,"📢 Apa Kata Guru Indonesia Mengenai Pengalaman Pendidikan di Masa Pandemi? 📢 Halo cofighters, KBM selamat masa darurat penyebaran Covid-19 menjadi suatu kebiasaan yang baru bagi semua pihak dalam bidang pendidikan.. ⚡️Regulasi, protokol dan teori telah didapatkan, namun bagaimana kondisi terkini di dalam masyarakat?⚡️Berikut adalah testimoni guru Indonesia mengenai proses KBM di masa darurat penyebaran Covid-19.. Yuk simak bersama ! #Campaign #AnakSehat #MerdekaBelajar #DirgahayuRI #Pendidikan #Covid19 #Kampanye #Cofight #SemuaMuridSemuaGuru #Indorelawan #SiapAdaptasi #UntukSetiapAnak #AnakTerlindungiIndonesiaMaju",0,56,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/115796050_297250291339738_5482161121795422935_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=110&_nc_ohc=P1EgyvLDSJYAX8yKbxY&tp=1&oh=d1c574ca72ab8490d0834ff3d975dad3&oe=5FF5D70A,False,2020 Aug 05 18:56:08
52,https://www.instagram.com/p/CDgJ1M9H_Hz/,"📢 Apa Kata Guru Indonesia Mengenai Pengalaman Pendidikan di Masa Pandemi? 📢 Halo cofighters, KBM selamat masa darurat penyebaran Covid-19 menjadi suatu kebiasaan yang baru bagi semua pihak dalam bidang pendidikan.. ⚡️Regulasi, protokol dan teori telah didapatkan, namun bagaimana kondisi terkini di dalam masyarakat?⚡️Berikut adalah testimoni guru Indonesia mengenai proses KBM di masa darurat penyebaran Covid-19.. Yuk simak bersama ! #Campaign #AnakSehat #MerdekaBelajar #DirgahayuRI #Pendidikan #Covid19 #Kampanye #Cofight #SemuaMuridSemuaGuru #Indorelawan #SiapAdaptasi #UntukSetiapAnak #anakterlindungiindonesiamaju",0,59,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/116724880_188455479360888_6685577261544320915_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=100&_nc_ohc=xCO5RTTCllIAX-5OJYT&tp=1&oh=8b05c5e6ee2a0a4012430b158f1c43b5&oe=5FF6DE83,False,2020 Aug 05 16:21:15
53,https://www.instagram.com/p/CDf-SDBH8K4/,"📢 Apa Kata Guru Indonesia Mengenai Pengalaman Pendidikan di Masa Pandemi? 📢 Halo cofighters, KBM selamat masa darurat penyebaran Covid-19 menjadi suatu kebiasaan yang baru bagi semua pihak dalam bidang pendidikan.. ⚡️Regulasi, protokol dan teori telah didapatkan, namun bagaimana kondisi terkini di dalam masyarakat?⚡️Berikut adalah testimoni guru Indonesia mengenai proses KBM di masa darurat penyebaran Covid-19.. Yuk simak bersama ! #Campaign #AnakSehat #MerdekaBelajar #DirgahayuRI #Pendidikan #Covid19 #Kampanye #Cofight #SemuaMuridSemuaGuru #Indorelawan #SiapAdaptasi #UntukSetiapAnak #anakterlindungiindonesiamaju",0,77,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/116590043_987714918323959_4209030710542578277_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=107&_nc_ohc=fKaKUXy1EkkAX_i7d_E&tp=1&oh=04aa2c6d3309c90c23f68e9795b61505&oe=5FF65D54,False,2020 Aug 05 14:40:20
54,https://www.instagram.com/p/CDa__6UnWAg/,"✨Hai, ada bocoran kunci jawaban Lho! ✨ Halo cofighters ⚡️ ada bocoran kunci jawaban dari kuis kemarin lho! Hayo siapa yang bernyali untuk ikuut menjawaab? Admin acungkan jempol 👍🏽👍🏽Jadi, kira kira apakah kemedikbud sudah menerbitkan pedoman penyelenggaraan belajar dari rumah dalam masa darurat penyebaran covid-19? Sudah atau belumm? Penasarann? yuk, simak Facts of the day campaign Anak Sehat Merdeka Belajar yang satu ini dan share ke teman teman dan keluarga juga ! ⚡️Bersama ayo berjuang untuk kemerdekaan belajar insan bangsa ⚡️#Campaign #AnakSehat #MerdekaBelajar #DirgahayuRI #Pendidikan #Covid19 #Kampanye #Cofight #SemuaMuridSemuaGuru #Indorelawan #SiapAdaptasi #UntukSetiapAnak #AnakTerlindungiIndonesiaMaju",2,81,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c0.0.1078.1078a/s640x640/116963985_980682239027156_2791209978258675411_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=108&_nc_ohc=XF4rp56_-_gAX-sFRAB&tp=1&oh=d69e8225214582e6774ffebb28826250&oe=5FF7DEC5,False,2020 Aug 03 16:19:08
55,https://www.instagram.com/p/CDXrstkH1tY/,"📢Cofighters, Jadwal Campaign Sudah Keluar! 📢Minggu Pagi di hari yang cerah Lari pagi bersama teman temanAdmin ganteng tersenyum sumringah Jadwal kampanye siap dilaksanakanHalo cofighters, dan campaigners! Siapkan nyali jiwa dan raga untuk berkampanye bersama ⚡️⚡️ dalam acara kampanye : ✨✨Anak Sehat Merdeka Belajar✨✨Swipe left untuk Jadwal Kegiatan kita ya! Jangan sampai kelewatan! See you !#Campaign #AnakSehat #MerdekaBelajar #DirgahayuRI #Pendidikan #Covid19 #Kampanye #Cofight #SemuaMuridSemuaGuru #Indorelawan #SiapAdaptasi #UntukSetiapAnak #anakterlindungiindonesiamaju",0,90,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/116356201_118846726579301_157612942427012839_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=105&_nc_ohc=rsgxF7CXGksAX-6rsT6&tp=1&oh=ac315123cf97f3f55a47f8f9fc715ff0&oe=5FF81582,False,2020 Aug 02 09:24:02
56,https://www.instagram.com/p/CDL3zLxHiPR/,"📣📣 YUK JADI BAGIAN DARI CAMPAIGN KAMI 📣📣⠀Halo orang-orang baik! 💕 Kami percaya kalian yang memiliki keinginan berbuat baik, menyempatkan diri mencari peluang untuk menjadi relawan, hingga akhirnya sampai membaca tulisan ini pasti adalah orang-orang baik yang sedang Indonesia butuhkan di masa pandemi ini! ⠀Menjalani masa pandemi bukanlah hal yang mudah. Lebih lagi ketika menginjak masa transisi menuju kebiasaan baru ini, masa dimana sebagian besar orang mungkin merasa lelah dan ingin menyerah. Itu hal yang wajar, tapi hei, kamu tidak sendiri, dari pada nyerah, yuk ikut berkiprah!🙌🏽⠀⚡️COFIGHT ⚡️mengajak kalian para pegiat pendidikan untuk turut serta bergabung dalam rangkaian kegiatan Campaign #AnakSehatMerdekaBelajar !Kegiatan ini diinisasi sebagai respon atas keresahan melihat kesenjangan yang dialami rakyat Indonesia, khususnya di sektor pendidikan. ⠀Tidak semua siswa dan guru memiliki sumber daya yang sama dalam mengakses pendidikan. Bagi sebagian orang, online meeting dapat dengan mudah menjadi pengganti keberadaan sekolah, namun ternyata bagi saudara kita di beberapa tempat pendidikan menjadi hal yang sungguh sulit diakses. ⠀Yuk gabung dalam rangkaian kegiatan social media campaign COFIGHT x SemuaMuridSemuaGuru x Indorelawan ini dengan menjadi penyebar informasi terpercaya ke komunitas pendidikan yang kamu kenal! ⠀Ayo, Segera daftar di alamat ini ⚡️ : bit.ly/anaksehatmerdekabelajar@idvolunteering#AnakSehatMerdekaBelajar #AjakanKampanye #Pendidikan #AnakIndonesia #indorelawan #SemuaMuridSemuaGuru #Murid #Guru #idvolunteering #relawan #aksisosial #sekolahonline",6,95,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/116795718_999043750550219_605517066278172514_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=111&_nc_ohc=cGIvJZ-antQAX-yVk_C&tp=1&oh=50d88126f5972af4189e0dacd99062a2&oe=5FF78E25,False,2020 Jul 28 19:18:53
57,https://www.instagram.com/p/CC5_j2LntXc/,"Dalam era adaptasi kebiasaan baru, banyak kegiatan di luar ruangan yang mulai dapat dilakukan dengan tetap mengikuti protokol kesehatan. Salah satunya adalah bersepeda. Tingginya minat masyarakat dalam olahraga satu ini ditandai dengan melonjaknya penjualan sepeda di era pandemi. Oleh karena itu, hal tersebut harus diikuti dengan pemahaman masyarakat mengenai protokol kesehatan yang wajib dilakukan selama bersepeda.  Berikut tips berpeda yang aman di masa adaptasi kebiasaan baru yang kami sadur dari berbagai sumber dengan modifikasi.#cofight#kawalnewnormal",0,81,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/110229064_202400134539018_8531014638106272350_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=106&_nc_ohc=Coztia3eJ80AX9SHz_F&tp=1&oh=8a28e59d9ce6f2f8a86986f936396d87&oe=5FF7A71D,False,2020 Jul 21 20:40:22
58,https://www.instagram.com/p/CCx2ZyOH8l1/,"Terimakasih kepada 1700an peserta yang sudah mengikuti Webinar #4 Cofight ""Embracing New Normal in Mental Health: Overcoming Anxiety"" Webinar ini tidak akan terselenggara tanpa partner kami @alumnifkugm2000 , @inahealth , PD SKJI Jogja dan sponsor kami Mersifarma. Terima kasih juga kepada seluruh peserta yang sudah berdonasi, pembicara yang sudah memberikan presentasi yang luar biasa menarik, dan kerja keras panitia. Untuk slide presentasi tidak akan kami bagikan, jadi silahkan menonton kembali di channel youtube: Inahealth. Semoga webinar ini membawa manfaat bagi kita semua. Bagi yang memenuhi syarat, sertifikat akan diemailkan dalam 30 hari, silahkan ditunggu. Sampai bertemu lagi!",3,203,https://scontent-xsp1-1.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/115495950_303602950762383_6718621552924355109_n.jpg?_nc_ht=scontent-xsp1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=uRtPmNJd4WsAX9NP3IX&tp=1&oh=e166d313f3331d28b44efdc7741a1eb4&oe=5FF57829,False,2020 Jul 18 16:46:25
59,https://www.instagram.com/p/CCvoA1QnAiU/,[REMINDER #WEBINAR 4]Halo cofighters! Jangan lupa besok kita bertemu di webinar ke 4 kita ya!See you tomorrow!!#seminarkesehatan#seminarkesehatanonline#webinar2020#kesehatanmental#psikiater#mahasiswakesehatan#masak#IDI,6,64,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/c1.0.1438.1438a/s640x640/109255272_402365204056089_6526206814257146912_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=109&_nc_ohc=Pr3QpjLfn10AX8oZkOy&tp=1&oh=f5e567c50a69329076d5bd4f0d9f1a0f&oe=5FF7FBD3,False,2020 Jul 17 20:02:12
60,https://www.instagram.com/p/CCvFEl9nkPQ/,"[INFO WEBINAR #4] Mohon maaf, form pendaftaran kami sempat mengalami gangguan. Untuk itu, silahkan mengklik link yang ada di bio. Waktu pendaftaran akan kami perpanjang hingga pukul 17.00. Terima kasih atas perhatiannya.",0,28,https://scontent-xsp1-2.cdninstagram.com/v/t51.2885-15/sh0.08/e35/s640x640/106903468_148129100203574_1716104388975724313_n.jpg?_nc_ht=scontent-xsp1-2.cdninstagram.com&_nc_cat=102&_nc_ohc=173YM-6io_kAX8dg1D_&tp=1&oh=8f9a5b1c1b3a1d19c37b5967d7dd33dc&oe=5FF70A6F,False,2020 Jul 17 14:56:53
